text,symptoms
"I have to go to the bathroom a lot, but only a little comes out. My stomach hurts, and I can't control my need to pee.","['bathroom lot', ' only little comes out', ' stomach hurts', "" can't control need pee""]"
"Common signs and symptoms of GERD include: GERD  A burning sensation in your chest (heartburn), usually after eating, which might be worse at night or while lying down Backwash (regurgitation) of food or sour liquid Upper abdominal or chest pain Trouble swallowing (dysphagia) Sensation of a lump in your throat  If you have nighttime acid reflux, you might also experience:  An ongoing cough Inflammation of the vocal cords (laryngitis) New or worsening asthma","['common signs symptoms gerd include: gerd  burning sensation chest (heartburn)', ' eating', ' worse night lying down backwash (regurgitation) food sour liquid upper abdominal chest pain trouble swallowing (dysphagia) sensation lump throat  nighttime acid reflux', ' experience:  ongoing cough inflammation vocal cords (laryngitis) new worsening asthma ']"
"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain","['stomach pain', 'acidity', 'ulcers on tongue', 'vomiting', 'cough', 'chest pain']"
"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","['joint pain', 'vomiting', 'fatigue', 'yellowish skin', 'dark urine', 'nausea', 'loss of appetite', 'abdominal pain', 'yellowing of eyes']"
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances","['acidity', 'indigestion', 'headache', 'blurred and distorted vision', 'excessive hunger', 'stiff neck', 'depression', 'irritability', 'visual disturbances']"
"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","['itching', 'fatigue', 'lethargy', 'yellowish skin', 'dark urine', 'loss of appetite', 'abdominal pain', 'yellow urine', 'yellowing of eyes', 'malaise', 'receiving blood transfusion', 'receiving unsterile injections']"
"itching,skin_rash,stomach_pain,burning_micturition,spotting__urination","['itching', 'skin rash', 'stomach pain', 'burning micturition', 'spotting  urination']"
"chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain","['chills', 'vomiting', 'high fever', 'sweating', 'headache', 'nausea', 'muscle pain']"
"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","['joint pain', 'vomiting', 'fatigue', 'high fever', 'yellowish skin', 'dark urine', 'nausea', 'loss of appetite', 'abdominal pain', 'yellowing of eyes', 'acute liver failure', 'coma', 'stomach bleeding']"
"Aphasia is a symptom of some other condition, such as a stroke or a brain tumor. A person with aphasia may:  Speak in short or incomplete sentences Speak in sentences that don't make sense Substitute one word for another or one sound for another Speak unrecognizable words Have difficulty finding words Not understand other people's conversation Not understand what they read Write sentences that don't make sense  Patterns of aphasia People with aphasia may have different strengths and weaknesses in their speech patterns. Sometimes these patterns are labeled as different types of aphasia, including:  Broca's aphasia  Wernicke aphasia Transcortical aphasia Conduction aphasia Mixed aphasia Global aphasia  These patterns describe how well the person can understand what others say. They also describe how easy it is for the person to speak or to correctly repeat what someone else says. Aphasia may develop slowly over time. When that happens, the aphasia may be labeled with one of these names:  Logopenic aphasia Semantic aphasia Agrammatism  Many people with aphasia have patterns of speech difficulty that don't match these types. It may help to consider that each person with aphasia has unique symptoms, strengths and weaknesses rather than trying to label a particular type of aphasia.","['aphasia symptom condition', ' stroke brain tumor', "" person aphasia may:  speak short incomplete sentences speak sentences don't sense substitute word sound speak unrecognizable words difficulty finding words understand people's conversation understand read write sentences don't sense  patterns aphasia people aphasia may strengths weaknesses speech patterns"", ' patterns labeled types aphasia', "" including:  broca's aphasia  wernicke aphasia transcortical aphasia conduction aphasia mixed aphasia global aphasia  patterns well person can understand say"", ' easy person speak correctly repeat says', ' aphasia may develop slowly time', ' happens', "" aphasia may labeled names:  logopenic aphasia semantic aphasia agrammatism  people aphasia patterns speech difficulty don't match types"", ' may help consider person aphasia unique symptoms', ' strengths weaknesses trying label type aphasia']"
"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","['continuous sneezing', 'chills', 'fatigue', 'cough', 'high fever', 'headache', 'swelled lymph nodes', 'malaise', 'phlegm', 'throat irritation', 'redness of eyes', 'sinus pressure', 'runny nose', 'congestion', 'chest pain', 'loss of smell', 'muscle pain']"
I've been experiencing stiffness and weakness in my neck muscles recently. My joints have grown stiff and it's hard for me to run without getting stiff. Walking is also very uncomfortable.,"[""i've experiencing stiffness weakness neck muscles recently"", "" joints grown stiff it's hard run stiff"", ' walking uncomfortable']"
"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload","['vomiting', 'yellowish skin', 'abdominal pain', 'swelling of stomach', 'distention of abdomen', 'history of alcohol consumption', 'fluid overload']"
"skin_rash,blackheads,scurring","['skin rash', 'blackheads', 'scurring']"
"stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain","['stomach pain', 'acidity', 'ulcers on tongue', 'cough', 'chest pain']"
"A brain arteriovenous malformation may not cause any signs or symptoms until the AVM ruptures, resulting in hemorrhage. In about half of all brain AVMs, hemorrhage is the first sign. AVM AVM But some people with brain AVM may experience signs and symptoms other than bleeding, such as: AVM  Seizures Headache or pain in one area of the head Muscle weakness or numbness in one part of the body  Some people may experience more-serious neurological signs and symptoms, depending on the location of the AVM, including: AVM  Severe headache Weakness, numbness or paralysis Vision loss Difficulty speaking Confusion or inability to understand others Severe unsteadiness  Signs and symptoms of a brain AVM may begin at any age but usually emerge between ages 10 and 40. Brain AVMs can damage brain tissue over time. The effects slowly build and often cause symptoms in early adulthood. AVM AVM By middle age, however, brain AVMs tend to remain stable and are less likely to cause symptoms. AVM Research hasn't found that pregnancy increases the risk of hemorrhage for people with a brain AVM. However, more research needs to be done. AVM One severe type of brain AVM involves the vein of Galen. It causes signs and symptoms that emerge soon or immediately after birth. The major blood vessel involved in this type of brain AVM can cause fluid to build up in the brain and the head to swell. It can also cause swollen veins that are visible on the scalp, seizures, failure to thrive and congestive heart failure.","['brain arteriovenous malformation may cause signs symptoms avm ruptures', ' resulting hemorrhage', ' half brain avms', ' hemorrhage first sign', ' avm avm people brain avm may experience signs symptoms bleeding', ' as: avm  seizures headache pain area head muscle weakness numbness part body  people may experience more-serious neurological signs symptoms', ' depending location avm', ' including: avm  severe headache weakness', ' numbness paralysis vision loss difficulty speaking confusion inability understand severe unsteadiness  signs symptoms brain avm may begin age emerge ages 10 40', ' brain avms can damage brain tissue time', ' effects slowly build cause symptoms early adulthood', ' avm avm middle age', ' however', ' brain avms tend remain stable likely cause symptoms', "" avm research hasn't found pregnancy increases risk hemorrhage people brain avm"", ' however', ' research needs done', ' avm severe type brain avm involves vein galen', ' causes signs symptoms emerge soon birth', ' major blood vessel involved type brain avm can cause fluid build brain head swell', ' can cause swollen veins visible scalp', ' seizures', ' failure thrive congestive heart failure']"
"If your child has clubfoot, here's what it might look like:  The top of the foot is usually twisted downward and inward, increasing the arch and turning the heel inward. The foot may be turned so severely that it actually looks as if it's upside down. The affected leg or foot may be slightly shorter. The calf muscles in the affected leg are usually underdeveloped.  Despite its look, clubfoot itself doesn't cause any discomfort or pain.","['child clubfoot', "" here's look like:  top foot twisted inward"", ' increasing arch turning heel inward', "" foot may turned severely actually looks it's upside down"", ' affected leg foot may slightly shorter', ' calf muscles affected leg underdeveloped', '  look', "" clubfoot doesn't cause discomfort pain""]"
"Babies with Rett syndrome usually are born after an uncomplicated pregnancy and delivery. Most infants with Rett syndrome seem to grow and behave as expected for the first six months. After that, signs and symptoms start to appear. The most pronounced changes generally occur at 12 to 18 months of age, over a period of weeks or months. Symptoms and their severity vary greatly from child to child. The main signs and symptoms include:  Slowed growth. Brain growth slows after birth. Smaller than usual head size (microcephaly) is sometimes the first sign that a child has Rett syndrome. As children get older, there is delayed growth in other parts of the body. Loss of movement and coordination abilities. The first signs often include reduced hand control and a decreasing ability to crawl or walk. At first, this loss of abilities occurs rapidly, and then it continues more gradually. Eventually muscles become weak or stiff, with unusual movement and positioning. Loss of communication abilities. Children with Rett syndrome typically begin to lose the ability to speak, to make eye contact and to communicate in other ways. They may become disinterested in other people, toys and their surroundings. Some children have rapid changes, such as a sudden loss of language. Over time, children may gradually regain eye contact and develop nonverbal communication skills. Unusual hand movements. Children with Rett syndrome usually develop repetitive, purposeless hand movements, which differ from child to child. Hand movements may include hand-wringing, squeezing, clapping, tapping or rubbing.  Other signs and symptoms can include:  Unusual eye movements. Children with Rett syndrome tend to have unusual eye movements, such as intense staring, blinking, crossed eyes or closing one eye at a time. Breathing problems. These include breath holding, rapid breathing (hyperventilation), forcefully blowing out air or saliva, and swallowing air. These problems tend to occur during waking hours. Other breathing disturbances such as shallow breathing or short periods of stopping breathing (apnea) can occur during sleep. Irritability and crying. Children with Rett syndrome may become increasingly agitated and irritable as they get older. Periods of crying or screaming may begin suddenly, for no apparent reason, and last for hours. Some children may experience fears and anxiety. Other unusual behaviors. These may include, for example, sudden, odd facial expressions and long bouts of laughter, hand licking, and grasping of hair or clothing. Intellectual disabilities. Loss of skills may be connected to losing the ability to think, understand and learn. Seizures. Most people who have Rett syndrome experience seizures at some time during their lives. Multiple seizure types may occur and are associated with changes on an electroencephalogram (EEG). Sideways curvature of the spine (scoliosis). Scoliosis is common with Rett syndrome. It typically begins between 8 and 11 years of age and progresses with age. Surgery may be required if the curvature is severe. Irregular heartbeat. This is a life-threatening problem for many children and adults with Rett syndrome and can result in sudden death. Sleep disturbances. Problems with sleep patterns can include irregular sleep times, falling asleep during the day and being awake at night, or waking in the night with crying or screaming. Other symptoms. A variety of other symptoms can occur, such as a decreased response to pain; small hands and feet that are usually cold; problems with chewing and swallowing; problems with bowel function; and teeth grinding.  Stages of Rett syndrome Rett syndrome is commonly divided into four stages:  Stage 1: Early onset. Signs and symptoms are subtle and easily overlooked during the first stage, which starts between 6 and 18 months of age. Stage 1 can last for a few months or a year. Babies in this stage may show less eye contact and start to lose interest in toys. They may also have delays in sitting or crawling. Stage 2: Rapid deterioration. Starting between 1 and 4 years of age, children lose the ability to perform skills they previously had. This loss can be rapid or more gradual, occurring over weeks or months. Symptoms of Rett syndrome occur, such as slowed head growth, abnormal hand movements, hyperventilating, screaming or crying for no apparent reason, problems with movement and coordination, and a loss of social interaction and communication. Stage 3: Plateau. The third stage usually begins between the ages of 2 and 10 years, and it can last for many years. Although problems with movement continue, behavior may slightly improve, with less crying and irritability, and there may be some improvement in hand use and communication. Seizures may begin in this stage and generally don't occur before the age of 2. Stage 4: Late motor deterioration. This stage usually begins after the age of 10 and can last for years or decades. It's marked by reduced mobility, muscle weakness, joint contractures and scoliosis. Understanding, communication and hand skills generally remain stable or improve slightly, and seizures may occur less often.","['babies rett syndrome born uncomplicated pregnancy delivery', ' infants rett syndrome grow behave expected first months', ' that', ' signs symptoms start appear', ' pronounced changes generally occur 12 18 months age', ' period weeks months', ' symptoms severity vary greatly child child', ' signs symptoms include:  slowed growth', ' brain growth slows birth', ' smaller usual head size (microcephaly) first sign child rett syndrome', ' children older', ' delayed growth parts body', ' loss movement coordination abilities', ' first signs include reduced hand control decreasing ability crawl walk', ' first', ' loss abilities occurs rapidly', ' continues gradually', ' eventually muscles weak stiff', ' unusual movement positioning', ' loss communication abilities', ' children rett syndrome typically begin lose ability speak', ' eye contact communicate ways', ' may disinterested people', ' toys surroundings', ' children rapid changes', ' sudden loss language', ' time', ' children may gradually regain eye contact develop nonverbal communication skills', ' unusual hand movements', ' children rett syndrome develop repetitive', ' purposeless hand movements', ' differ child child', ' hand movements may include hand-wringing', ' squeezing', ' clapping', ' tapping rubbing', '  signs symptoms can include:  unusual eye movements', ' children rett syndrome tend unusual eye movements', ' intense staring', ' blinking', ' crossed eyes closing eye time', ' breathing problems', ' include breath holding', ' rapid breathing (hyperventilation)', ' forcefully blowing air saliva', ' swallowing air', ' problems tend occur waking hours', ' breathing disturbances shallow breathing short periods stopping breathing (apnea) can occur sleep', ' irritability crying', ' children rett syndrome may increasingly agitated irritable older', ' periods crying screaming may begin suddenly', ' apparent reason', ' last hours', ' children may experience fears anxiety', ' unusual behaviors', ' may include', ' example', ' sudden', ' odd facial expressions long bouts laughter', ' hand licking', ' grasping hair clothing', ' intellectual disabilities', ' loss skills may connected losing ability think', ' understand learn', ' seizures', ' people who rett syndrome experience seizures time lives', ' multiple seizure types may occur associated changes electroencephalogram (eeg)', ' sideways curvature spine (scoliosis)', ' scoliosis common rett syndrome', ' typically begins 8 11 years age progresses age', ' surgery may required curvature severe', ' irregular heartbeat', ' life-threatening problem children adults rett syndrome can result sudden death', ' sleep disturbances', ' problems sleep patterns can include irregular sleep times', ' falling asleep day being awake night', ' waking night crying screaming', ' symptoms', ' variety symptoms can occur', ' decreased response pain; small hands feet cold; problems chewing swallowing; problems bowel function; teeth grinding', '  stages rett syndrome rett syndrome commonly divided stages:  stage 1: early onset', ' signs symptoms subtle easily overlooked first stage', ' starts 6 18 months age', ' stage 1 can last months year', ' babies stage may show eye contact start lose interest toys', ' may delays sitting crawling', ' stage 2: rapid deterioration', ' starting 1 4 years age', ' children lose ability perform skills previously had', ' loss can rapid gradual', ' occurring weeks months', ' symptoms rett syndrome occur', ' slowed head growth', ' abnormal hand movements', ' hyperventilating', ' screaming crying apparent reason', ' problems movement coordination', ' loss social interaction communication', ' stage 3: plateau', ' third stage begins ages 2 10 years', ' can last years', ' problems movement continue', ' behavior may slightly improve', ' crying irritability', ' may improvement hand communication', "" seizures may begin stage generally don't occur age 2"", ' stage 4: late motor deterioration', ' stage begins age 10 can last years decades', "" it's marked reduced mobility"", ' muscle weakness', ' joint contractures scoliosis', ' understanding', ' communication hand skills generally remain stable improve slightly', ' seizures may occur often', ' ']"
